category,product_id
2549,72875812
2549,104144223
2549,116448455
2549,122234661
2549,115483438
2549,124722427
2549,125628724
2549,87378190
2549,67546214
2549,576191
2549,117720148
2549,184101603
2549,145501083
2549,273235757
2549,130015080
2549,167543143
2549,116198703
2549,95035879
2549,201592009
2549,118288089
2549,92356177
2549,119706884
2549,10021580
2549,435761
2549,44602692
2549,7250239
2549,104341333
2549,104883479
2549,190512159
2549,55294509
2549,31672125
2549,89802357
2549,108598576
2549,150565149
2549,109372981
2549,108753317
2549,173910843
2549,57930183
2549,54412956
2549,26303479
2549,81227999
2549,77014311
2549,116727455
2549,196675403
2549,198614354
2549,64978053
2549,115483210
2549,171666372
2549,74871422
2549,879798
2549,122351780
2549,263388843
2549,2682725
2549,8211788
2549,144121555
2549,184101595
2549,104850929
2549,50615508
2549,51661295
2549,115694868
2549,78283430
2549,146618294
2549,131192983
2549,51064515
2549,49884596
2549,173339381
2549,212607471
2549,969623
2549,49184432
2549,104137482
2549,50415176
2549,89221426
2549,190460515
2549,95269411
2549,143778813
2549,112969206
2549,131246833
2549,180396538
2549,95035822
2549,58202555
2549,87894726
2549,164075724
2549,107020740
2549,192650438
2549,76149101
2549,79126494
2549,164075817
2549,7187943
2549,116572132
2549,125049270
2549,43282996
2549,42794160
2549,48158161
2549,131352987
2549,51315018
2549,37130044
2549,58978895
2549,91256196
2549,84785219
2549,12425734
2549,55961916
2549,105778887
2549,116572117
2549,97856241
2549,273180228
2549,3005389
2549,116572134
2549,122575443
2549,108550701
2549,115483447
2549,96608806
2549,74512193
2549,10710902
2549,1380475
2549,50256293
2549,629921
2549,13566900
2549,53627304
2549,76121715
2549,49232078
2549,77317036
2549,167489070
2549,246161713
2549,151745410
2549,49495083
2549,127197584
2549,80358747
2549,273892118
2549,129458810
2549,192202449
2549,191620753
2549,58457905
2549,38452362
2549,196177336
2549,171833960
2549,68554792
1815,272359341
1815,273908702
1815,135284107
1815,212478630
1815,273908828
1815,109393113
1815,123836523
1815,73179180
1815,110850007
1815,73315307
1815,248761700
1815,273908414
1815,253469747
1815,242665662
1815,273906695
1815,142439870
1815,143957287
1815,1935009
1815,146266186
1815,72796676
1815,262478106
1815,216238849
1815,273468734
1815,232486538
1815,113568856
1815,52945747
1815,123838761
1815,174593826
1815,299431
1815,158868703
1815,76480235
1815,102782859
1815,134364129
1815,141376178
1815,174490279
1815,56859344
1815,389145
1815,172146754
1815,174593860
1815,201437484
1815,78940158
1815,1059892
1815,71672203
1815,123847933
1815,25325318
1815,123518348
1815,19419738
1815,88798139
1815,162772687
1815,137864606
1815,120782190
1815,299461
1815,1060082
1815,171657209
1815,3671793
1815,272359341
1815,273908702
1815,135284107
1815,212478630
1815,273908828
1815,71091864
1815,73165085
1815,56889347
1815,138226961
1815,174593840
1815,248761700
1815,273908414
1815,253469747
1815,242665662
1815,273906695
1815,161007768
1815,181772131
1815,855600
1815,15251528
1815,176752662
1815,262478106
1815,216238849
1815,273468734
1815,232486538
1815,102391960
1815,56608719
1815,130172342
1815,13119283
1815,123843835
1815,63912442
1815,67907870
1815,73324095
1815,76067387
1815,167528098
1815,80857582
1815,56885648
1815,359484
1815,179541784
1815,191502436
1815,74343712
1815,154835064
1815,56049649
1815,112287571
1815,81087546
1815,113568856
1815,145495427
1815,107071890
1815,112087792
1815,192977208
1815,195300861
1815,107067035
1815,53977774
1815,111978854
1815,88796437
1815,111484548
1815,35420153
1815,132144149
1815,49658272
1815,133637826
1815,194458001
1815,127695415
1815,169196334
1815,78010530
1815,24865067
1815,128678712
1815,177814836
1815,201437397
1815,135151945
1815,52333193
1815,191684818
1815,193209851
1815,195277333
1815,192364741
1815,102391960
1815,155780905
1815,95085073
1815,68985833
1815,188998014
1815,189474023
1815,87675294
1815,107338360
1815,117987260
1815,125652874
1815,88796298
1815,87106876
1815,91013563
1815,126032985
1815,53547831
1815,895314
1815,110169574
1815,111983048
1815,135410778
1815,192731945
1815,72540740
1815,104268199
1815,360660
1815,186584343
1815,169489699
1815,21193583
1815,173058453
1815,200689640
1815,191817608
1815,116125939
1815,270767050
1815,111748361
1815,51059393
1815,13781962
1815,86018342
1815,55210024
1815,158848954
1815,158868825
1815,72725402
1815,7734288
1815,115847303
1815,195998782
1815,95681232
1815,194860764
1815,172002426
1815,97034068
1815,3416201
1815,96595575
1815,150205187
1815,68467585
1815,356188
1815,71291990
1815,115105801
1815,73261935
1815,148813604
1815,4539349
1815,1457747
1815,175104946
1815,183119284
1815,195977274
1815,135412837
1815,22633043
1815,171939157
1815,135716055
1815,130084156
1815,138489704
1815,162028506
1815,52769271
1815,5511229
1815,131338682
1815,122393354
1815,126003
1815,59238709
1815,72008056
1815,87740824
1815,10784603
1815,19336345
1815,161541791
