category,product_id
915,160417810
915,197170229
915,4382605
915,94850989
915,90961454
915,117583109
915,58587472
915,55163582
915,138750990
915,164011222
915,178785868
915,41654783
915,188916571
915,115955390
915,3714997
915,179161990
915,183682463
915,160556315
915,196184514
915,176769589
915,191390806
915,24864749
915,139002166
915,125996824
915,89631305
915,125784347
915,125068679
915,109956995
915,57758774
915,106714415
915,159382275
915,146289287
915,163552063
915,178577763
915,15992824
915,194086931
915,7189521
915,110948866
915,141109930
915,107338883
915,113233457
915,66683004
915,181113990
915,75945178
915,100868615
915,59556296
915,176217605
915,87094676
915,19639438
915,197675716
915,163896997
915,13629284
915,157152306
915,76240075
915,92807600
915,195192891
915,31202048
915,131174597
915,67201856
915,174001966
915,72747384
915,111990270
915,169621343
915,186292205
915,75358011
915,193976862
915,190154616
915,130029611
915,160407346
915,193322207
915,107324722
915,165995243
915,90078837
915,174024710
915,151801291
915,52198192
915,20735027
915,86724843
915,34148045
915,118900403
915,101656788
915,138381315
915,23453145
915,105735946
915,183734155
915,194130690
915,15137091
915,261979385
915,181566777
915,108223146
915,71171098
915,151843234
915,253721932
915,124863665
915,85086748
915,252859876
915,201359185
915,155766553
915,20991311
915,124748904
915,57979142
915,76705070
915,184073425
915,134380574
915,104064765
915,132809513
915,4359739
915,7707691
915,101861199
915,68938308
915,189467654
915,54762609
915,186358872
915,98642412
915,37650433
915,272079971
915,95053766
915,186190450
915,76558432
915,85086742
915,107411611
915,7823134
17166,190320464
17166,191004714
17166,217629952
17166,200833114
17166,197139763
17166,209568752
17166,204601749
17166,115902462
17166,7917860
17166,17965475
17166,213864768
17166,214774935
17166,200735975
17166,198764725
17166,213714540
17166,113954381
17166,170692846
17166,151548619
17166,176304381
17166,109437991
17166,217614202
17166,196009626
17166,190322226
17166,189594348
17166,189603947
17166,109435197
17166,102428769
17166,192709820
17166,98967658
17166,17970237
17166,2043735
17166,113209079
17166,176463031
17166,170695688
17166,113401672
17166,93470489
17166,273115068
17166,17966869
17166,52834154
17166,114051039
17166,190320464
17166,163159382
17166,17966282
17166,7917827
17166,7917829
17166,112018071
17166,11573139
17166,190229589
17166,109435783
17166,185329850
17166,46442360
17166,17965467
17166,11777090
17166,17966855
17166,95535945
17166,191004714
17166,217629952
17166,200833114
17166,197139763
17166,213864768
17166,17970192
17166,112015377
17166,170610748
17166,18011335
17166,163163704
17166,214774935
17166,200735975
17166,198764725
17166,213714540
17166,217614202
17166,109164938
17166,189573294
17166,51200834
17166,100267511
17166,162105083
17166,190322226
17166,196009626
17166,189594348
17166,189603947
17166,220666621
17166,170625647
17166,46334965
17166,18011391
17166,186579292
17166,262340916
17166,271502310
17166,206067140
17166,97503440
17166,95540241
17166,271600257
17166,101226400
17166,111287818
17166,161030316
17166,161036131
17166,162156987
17166,272487474
17166,170678248
17166,18011331
17166,51200716
17166,200833114
17166,95648852
17166,134441362
17166,262326983
17166,190172014
17166,11778902
17166,95720463
17166,271773634
17166,111067221
17166,77721918
17166,249652226
17166,170693069
17166,7917830
17166,11777049
17166,191004714
17166,190468483
17166,170625037
17166,17970235
17166,170704473
17166,46353107
17166,46352165
17166,11504729
17166,94366242
17166,147559384
17166,113407876
17166,95718600
17166,113356599
17166,189705994
17166,269898273
17166,95382679
17166,98029417
17166,207675905
17166,170694262
17166,113408460
17166,205254924
17166,162124438
17166,170722326
17166,113486419
17166,147169491
17166,168188868
17166,17970189
17166,184412812
17166,177496878
17166,170625575
17166,52837911
17166,175886807
17166,174400347
17166,175886322
17166,169018565
17166,110303517
17166,95728714
17166,11466602
17166,170625593
17166,170661823
17166,193773917
17166,252017349
17166,115286437
17166,112016134
17166,95729051
17166,184951515
17166,17968980
17166,135229882
17166,191268792
17166,168184685
17166,188976683
17166,170726435
17166,95367701
17166,59222616
17166,112016001
17166,184995159
17166,51200738
17166,7917818
17166,11714322
17166,178787714
17166,170656768
17166,17968918
17166,185341219
17166,134550925
17166,113196512
17166,11504677
17166,11544637
17166,58727623
17166,97752364
17166,95717077
17166,174056370
17166,109442478
17166,109442075
17166,101290844
17166,253061544
17166,76387786
17166,46388483
17166,183348763
17166,250524150
17166,71050514
17166,95724020
17166,192905839
17166,174053711
17166,207544082
17166,130305995
17166,165215929
17166,175843768
17166,207697138
17166,205629251
17166,94980218
17166,111389931
17166,96327718
17166,108784363
17166,272925686
17166,248443855
17166,109435147
17166,104520506
17166,116465184
17166,230134944
17166,189290871
17166,253267320
17166,170042469
17166,191281216
17166,113953883
17166,95716633
17166,116562718
17166,170725207
17166,170706578
17166,163282613
17166,99503195
17166,166340437
17166,112019024
17166,95711037
17166,190737880
17166,95722181
17166,176223242
17166,17970181
17166,97483028
17166,57527989
17166,179422388
17166,190701473
17166,170269089
17166,170578660
17166,176066133
17166,97437783
17166,116471864
17166,51382485
17166,126022004
17166,141115826
17166,177733986
17166,76174257
17166,189506590
17166,95723532
17166,108226029
17166,11471978
17166,174222565
17166,177667069
17166,230137526
17166,51201613
17166,189281656
17166,116462758
17166,110301546
17166,46351495
17166,170671632
17166,10764061
17166,11504829
17166,94974552
17166,99615367
17166,130382827
17166,116422852
17166,51206254
17166,165085487
17166,55972431
17166,101289789
17166,111066051
17166,111304062
17166,52653105
17166,146553822
17166,11844285
17166,46329976
17166,176763376
17166,147187974
17166,230302107
17166,94978815
17166,165221607
17166,76174953
17166,108603307
17166,149897161
17166,51380831
17166,11778281
17166,76517544
17166,189351064
17166,229967545
17166,52843346
17166,252502393
17166,198481936
17166,76235627
17166,205627464
17166,94959059
17166,205668748
17166,108604328
17166,104417785
17166,204411380
17166,196025794
17166,176112032
17166,252032735
17166,170649679
17166,108511475
17166,181266933
17166,10756812
17166,174027200
17166,96357561
17166,252271878
17166,120769126
17166,51211495
17166,253275501
17166,108778020
17166,204602235
17166,189275238
17166,164333219
17166,111688026
17166,93494771
17166,248916639
17166,123523440
17166,11385039
17166,176760042
17166,136470054
17166,98043755
17166,172631307
17166,11863524
17166,254882217
17166,122144232
17166,173744100
17166,170698954
17166,179583877
17166,109441943
17166,142628179
17166,114421363
17166,271913537
17166,197332784
17166,94980431
17166,160398010
17166,99093414
17166,130383736
17166,112591516
17166,107856580
17166,189518445
17166,252241874
17166,165218603
17166,124252410
17166,184506576
17166,97507707
17166,181253762
17166,170726415
17166,189561742
17166,253488772
17166,249067890
17166,176420359
17166,99537939
17166,97372950
17166,168145534
17166,116463968
17166,164494543
17166,51226132
17166,164295601
17166,147483811
17166,209601415
17166,176784883
17166,165218940
17166,177281296
17166,122157480
17166,179121866
17166,55223103
17166,78892405
17166,130089543
17166,135098463
17166,95992774
17166,173738558
17166,94384257
17166,115932998
17166,94926698
17166,51205656
17166,177061791
17166,101854419
17166,210446642
17166,98044227
17166,96344508
17166,175840992
17166,116560117
17166,181376976
17166,46340393
17166,113201930
17166,120769363
17166,113781201
17166,147525512
17166,98571770
17166,100451982
17166,109698648
17166,94919773
17166,115285272
17166,113937943
17166,113938697
17166,46427665
17166,270931572
17166,206679305
17166,230324493
17166,230195629
17166,207720561
17166,159427816
17166,253491858
17166,76302648
17166,171046655
17166,11779410
17166,95874719
17166,51685927
17166,110301618
17166,177886461
17166,270938204
17166,99667392
17166,249663141
17166,168666676
17166,99688749
17166,170705019
17166,96482962
17166,180294580
17166,96384517
17166,120766947
17166,94303573
17166,93542824
17166,186366168
17166,136469595
17166,115282986
17166,170037264
17166,272266514
17166,96709599
17166,207973236
17166,11778986
1846,38323087
1846,271770232
1846,272209403
1846,93166195
1846,187770519
1846,138481685
1846,17967481
1846,38323087
1846,16667097
1846,76030024
1846,709035
1846,174039456
1846,270308242
1846,134561311
1846,203213313
1846,134641513
1846,618526
1846,74561661
1846,54439144
1846,179550020
1846,74883580
1846,174593821
1846,511960
1846,58116278
1846,44012580
1846,74975883
1846,52373199
1846,16572969
1846,53704413
1846,43973407
1846,247241481
1846,2121583
1846,77516386
1846,80799408
1846,17620717
1846,26314426
1846,3054369
1846,8608925
1846,416613
1846,456510
1846,87036279
1846,134561311
1846,25319983
1846,46634155
1846,76054860
1846,189371737
1846,169695798
1846,146012358
1846,189371238
1846,74559331
1846,56248606
1846,44012580
1846,48607335
1846,102156839
1846,708026
1846,271770232
1846,10001351
1846,10001373
1846,10001326
1846,98847675
1846,87034145
1846,143105681
1846,58257520
1846,17904749
1846,17611318
1846,10001384
1846,10001369
1846,10001357
1846,10001382
1846,31408491
1846,459733
1846,56067914
1846,197241284
1846,459201
1846,10001351
1846,2130041
1846,197190455
1846,107361127
1846,187770519
1846,86143010
1846,28078365
1846,247241493
1846,10001373
1846,618461
1846,10001326
1846,57666163
1846,54839622
1846,456506
1846,10001357
1846,13335150
1846,419322
1846,51845073
1846,53254176
1846,112131582
1846,10001369
1846,754249
1846,10001384
1846,9979633
1846,191629807
1846,75990687
1846,15333970
1846,416978
1846,15348322
1846,52192246
1846,10001382
